source,target,confidence,method,status,evidence,alternatives
php86-pcntl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-openssl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-odbc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-mysql,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-mbstring,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-ldap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-ipc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-intl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-iconv,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-gmp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-gettext,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-gd,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-ftp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-ffi,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-exif,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-enchant,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-dba,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-curl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-calendar,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-fpm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-cgi,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86-apache2handler,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
php86,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
chapose,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,chase
py314-pdal-plugins,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pdal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fblog,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
tcl8-critcl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
tcl9-critcl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
muon,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
pgdog,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rest-0.7,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
tcl8-tls,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
sqlite3-tcl9,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://www.sqlite.org' as 'sqlite' but desc overlap only 0.09; versions '3.53.4' vs '2.8.17'; no lookalikes either,
sqlite3-tcl8,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://www.sqlite.org' as 'sqlite' but desc overlap only 0.09; versions '3.53.4' vs '2.8.17'; no lookalikes either,
tk9-x11,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
tk9-quartz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
tk8-x11,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
tk8-quartz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
tcl8,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libre-wd-40-git,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
helm-ls,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
quickjs-ng,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pandarm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-pandarm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-pandarm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-pandarm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-pandarm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-pandarm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
markdownlint-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
sqlit-tui,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-textual-fastdatatable,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-sqlparse,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-textual-fastdatatable,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-docker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-docker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-docker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mod_security3,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
python-ed2k-goed2kd,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
python-ed2k,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-wreq,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-wreq,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-wreq,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
heddle,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-itables,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-itables,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-itables,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-retrying,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-retrying,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-retrying,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-dash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-dash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-dash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-janus,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-janus,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-janus,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-janus,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-cdflib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-cdflib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-cdflib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-cdflib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-glymur,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-glymur,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-glymur,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-glymur,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-glymur,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libheif-devel,libheif1-shlibs,0.9,homepage,confident,same upstream 'https://github.com/strukturag/libheif' (desc overlap 0.21),
py314-scikit-build,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
macursor,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,gcursor
auge,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
watcher,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,watch; bidwatcher
macos-tskmgr,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
wsddn,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
python_select-315t,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
vulkan-memory-allocator,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
python3_select-315t,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
perl5.42,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,perl5123; perl5124; perl5162
opkssh,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-jq,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-jq,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-jq,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-jq,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-jq,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-jq,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libspng,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libpng3; liboping; libpng14
dir2mcp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
pbhush,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
oak,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,opak
wasm-tools,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,bamtools; samtools; wcstools
py314-sqlite-anyio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-sqlite-anyio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-sqlite-anyio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-sqlite-anyio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-sqlite-anyio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-sqlite-anyio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-spint,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-spglm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-py2vega,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-py2vega,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-py2vega,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-py2vega,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-py2vega,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-py2vega,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-bqplot,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-bqplot,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-bqplot,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-hatch,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-hatch,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-hatch,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-hatch,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-hatch,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-hatch,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,patch
py314-bqscales,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-bqscales,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-bqscales,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-bqscales,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-bqscales,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-bqscales,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
iana-enterprise-numbers,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
